Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDH02,12.792854228644284,0.0,91.8488,OUT027,2716.464,33,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDD16,20.5,0.036353098,75.8696,OUT046,2386.2272,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDR09,12.792854228644284,0.077348214,259.7962,OUT027,8028.8822,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB32,20.6,0.023548476,93.3778,OUT018,1314.2892,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDP11,15.85,0.069043044,218.7166,OUT013,4136.6154,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG09,20.6,0.048010812,187.7556,OUT049,3004.0896,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF21,10.3,0.058778429,187.853,OUT013,2656.542,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCJ19,12.792854228644284,0.117607719,55.2588,OUT027,2748.4224,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDY03,17.6,0.127412338,111.3202,OUT010,337.5606,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDK58,11.35,0.044945123,101.0016,OUT013,2631.2416,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDC26,10.195,0.126579586,112.2886,OUT049,2557.3378,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN15,17.5,0.016802225,138.518,OUT018,2376.906,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRH11,12.792854228644284,0.075192072,56.0614,OUT027,2597.2858,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
NCK17,11.0,0.03786331,40.948,OUT013,319.584,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
DRC01,5.92,0.019200003,47.7692,OUT046,492.692,21,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDD03,13.3,0.079791176,232.73,OUT035,2796.36,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCY17,18.2,0.16334971,45.1086,OUT049,669.129,19,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
DRY23,9.395,0.109265987,42.3112,OUT049,980.0576,19,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDT50,6.75,0.10821852,96.3752,OUT035,1342.2528,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC38,15.7,0.122392031,133.1942,OUT013,2782.3782,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDP56,12.792854228644284,0.046259036,47.4692,OUT027,1576.6144,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW34,9.6,0.035651291,244.917,OUT045,2916.204,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU07,11.1,0.059835659,151.3366,OUT035,3022.732,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCO55,12.8,0.091408076,108.9938,OUT018,1071.938,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDL16,12.85,0.169405699,46.106,OUT017,792.302,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT59,13.65,0.015943701,231.9668,OUT045,3225.1352,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRF01,12.792854228644284,0.174232377,146.6102,OUT027,1895.5326,33,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
NCS06,7.935,0.031801103,261.591,OUT045,3155.892,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDY13,12.792854228644284,0.052749199,74.967,OUT019,229.701,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRF36,16.1,0.039463564,189.9846,OUT010,191.0846,20,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
FDV10,7.645,0.0,41.8112,OUT046,894.8352,21,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDE09,8.775,0.036159635,110.7228,OUT010,331.5684,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDC20,10.65,0.024020078,57.2272,OUT045,1174.4712,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI58,7.64,0.071104408,95.012,OUT017,1864.24,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI56,7.325,0.093913607,93.2146,OUT017,1733.0774,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCI17,8.645,0.144006886,94.741,OUT018,1061.951,9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCE19,8.97,0.093159233,55.7956,OUT049,1037.3164,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDA26,12.792854228644284,0.129425145,219.3482,OUT019,219.0482,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDR01,5.405,0.053839714,198.6742,OUT018,2388.8904,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC32,12.792854228644284,0.098629062,90.6462,OUT027,2406.2012,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF11,10.195,0.017658634,240.1538,OUT049,1442.1228,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDH46,6.935,0.041282286,103.5332,OUT046,1230.3984,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY33,12.792854228644284,0.170186628,159.0262,OUT019,159.1262,33,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
DRG23,8.88,0.086781204,152.2682,OUT046,1829.6184,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDY04,12.792854228644284,0.042270751,162.521,OUT027,4567.388,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDE26,9.3,0.089186275,145.3786,OUT045,2745.0934,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCU42,9.0,0.019502965,169.4474,OUT035,4211.185,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCO42,21.25,0.024650932,146.0102,OUT035,2916.204,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDU25,12.35,0.026722744,59.2246,OUT049,984.7182,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW02,12.792854228644284,0.037516862,124.3704,OUT027,3004.0896,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDS22,16.85,0.023154399,43.9428,OUT046,351.5424,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDG57,14.7,0.072284689,49.8034,OUT035,631.8442,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ25,8.63,0.028391879,173.9422,OUT018,4138.6128,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCS06,7.935,0.031866022,261.291,OUT018,2892.901,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDC29,12.792854228644284,0.024088444,112.7176,OUT027,1832.2816,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCZ41,19.85,0.064409056,126.7704,OUT035,1752.3856,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDW23,5.765,0.082012293,37.5164,OUT046,656.4788,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB03,17.75,0.157075658,240.5538,OUT049,3845.6608,19,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN25,12.792854228644284,0.107110465,55.5588,OUT019,229.0352,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCN05,8.235,0.014459672,181.895,OUT046,732.38,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDV43,12.792854228644284,0.076483451,43.4086,OUT027,847.5634,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG44,6.13,0.10234983,55.0298,OUT049,539.298,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDS12,9.1,0.174827835,127.2362,OUT018,1635.8706,9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDI52,18.7,0.104591027,121.4072,OUT013,2450.144,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU12,15.5,0.075868843,261.7568,OUT049,1845.5976,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG58,10.695,0.086764795,156.7972,OUT035,3427.5384,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA16,6.695,0.03408026,220.8456,OUT018,5084.0488,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCD18,16.0,0.072655379,229.8668,OUT035,4837.7028,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDI21,5.59,0.056555715,62.6168,OUT013,639.168,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW31,11.35,0.043402224,197.0742,OUT017,2587.9646,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB35,12.3,0.064882207,93.8804,OUT018,1470.0864,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDK58,12.792854228644284,0.044764726,102.4016,OUT027,2428.8384,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU14,17.75,0.034752647,248.775,OUT046,3745.125,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCP43,17.75,0.030631323,178.566,OUT018,2516.724,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDM20,12.792854228644284,0.0,245.0144,OUT027,3185.1872,33,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT36,12.792854228644284,0.110735739,35.2874,OUT027,988.0472,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW19,12.35,0.038657256,110.257,OUT018,1757.712,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB29,16.7,0.052493162,113.9176,OUT049,2519.3872,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN39,19.35,0.065890998,167.0816,OUT017,1510.0344,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI02,15.7,0.114565093,112.0202,OUT046,337.5606,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA46,12.792854228644284,0.117065801,196.1136,OUT027,6026.8216,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV36,18.7,0.026450779,124.902,OUT017,2909.546,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDE35,7.06,0.043863865,59.5904,OUT013,761.6752,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT46,11.35,0.0,52.4008,OUT035,809.6128,14,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS21,12.792854228644284,0.036551446,62.7194,OUT019,123.8388,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
DRD12,6.96,0.077630199,90.9146,OUT017,1459.4336,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDG22,12.792854228644284,0.041180766,37.919,OUT027,768.999,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX58,13.15,0.043831721,184.195,OUT049,2746.425,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDB40,12.792854228644284,0.007503372,146.7102,OUT027,4374.306,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCL53,7.5,0.060649825,177.4028,OUT010,354.2056,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
NCX05,15.2,0.097258937,114.8492,OUT045,1506.0396,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDO21,11.6,0.009763021,226.2404,OUT046,1800.3232,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCF07,9.0,0.032152981,102.0016,OUT018,1518.024,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDU20,19.35,0.021439694,119.7098,OUT013,1325.6078,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK09,15.2,0.153592956,228.0352,OUT010,458.0704,20,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDY57,20.2,0.121231308,97.5752,OUT035,1534.0032,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD51,12.792854228644284,0.119371835,45.2744,OUT027,905.488,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDA49,12.792854228644284,0.064607378,87.4198,OUT027,2267.7148,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG33,5.365,0.14024028,171.0764,OUT046,3263.7516,21,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDG35,21.2,0.0,173.6738,OUT049,2954.1546,19,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDC52,11.15,0.008296692,150.6708,OUT045,2106.5912,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS34,19.35,0.077193256,112.7518,OUT017,683.1108,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCY05,13.5,0.055075504,33.3874,OUT049,282.2992,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDO46,9.6,0.014209811,188.1872,OUT035,1701.7848,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY20,12.5,0.081879864,91.7488,OUT049,1358.232,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA13,15.85,0.078540095,36.3506,OUT035,607.2096,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS04,10.195,0.146540889,141.7838,OUT013,1685.8056,31,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU51,20.2,0.097059596,178.6028,OUT017,2302.3364,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK50,7.96,0.028478742,161.8894,OUT018,2750.4198,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO60,20.0,0.034340926,45.4086,OUT013,981.3892,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDM13,6.425,0.063532672,133.0626,OUT017,1442.7886,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU12,12.792854228644284,0.075384242,262.7568,OUT027,7646.0472,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCG54,12.1,0.080131363,170.9106,OUT018,1539.9954,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDH40,11.6,0.132111921,82.2276,OUT010,243.6828,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
NCI06,12.792854228644284,0.083547515,179.166,OUT019,359.532,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDA58,9.395,0.103731617,236.9932,OUT035,4242.4776,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ02,17.2,0.025309134,147.0418,OUT017,2354.2688,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDP21,7.42,0.0258457,188.9872,OUT018,2458.1336,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN57,18.25,0.054223942,142.0154,OUT035,2127.231,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV26,12.792854228644284,0.075791641,193.3794,OUT027,8388.4142,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDZ21,17.6,0.03928284,94.641,OUT049,2799.689,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG21,12.792854228644284,0.145591438,148.705,OUT027,1797.66,33,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF26,6.825,0.046824729,155.1998,OUT018,2460.7968,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC39,7.405,0.159062948,208.9296,OUT013,2700.4848,31,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ24,15.7,0.073966786,250.5724,OUT018,4026.7584,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC41,15.6,0.117574554,75.667,OUT017,1301.639,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCO14,9.6,0.049617765,44.2086,OUT010,44.6086,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDE05,12.792854228644284,0.032296886,144.0102,OUT027,5394.9774,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW52,12.792854228644284,0.037340835,163.1526,OUT027,3946.8624,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDL36,12.792854228644284,0.075707087,88.183,OUT027,1438.128,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDS04,10.195,0.146635206,139.0838,OUT035,3652.5788,14,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCC18,19.1,0.177545624,172.4422,OUT049,3621.2862,19,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDN01,8.895,0.072693696,175.937,OUT018,529.311,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDY02,8.945,0.146701312,262.291,OUT010,1314.955,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDV15,10.3,0.146999264,103.7648,OUT017,2804.3496,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDC34,16.0,0.173109453,155.2972,OUT045,3894.93,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDX10,6.385,0.124410284,34.3874,OUT017,388.1614,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCF19,13.0,0.035079516,47.9034,OUT013,583.2408,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDE17,20.1,0.054763518,150.9366,OUT017,3476.1418,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDJ08,11.1,0.111122936,189.2846,OUT018,3630.6074,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCN53,5.175,0.030330202,35.4874,OUT013,388.1614,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDC16,11.5,0.0,88.254,OUT046,1298.31,21,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO15,16.75,0.008601441,73.7038,OUT018,1404.1722,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDQ23,12.792854228644284,0.024407061,102.3332,OUT027,1948.1308,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRF37,17.25,0.084262458,261.591,OUT013,3418.883,31,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDN40,5.88,0.08644044,155.3998,OUT035,2153.1972,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN24,12.792854228644284,0.112718928,54.2956,OUT027,1310.2944,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF16,7.3,0.086619573,147.6076,OUT017,3251.7672,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH27,7.075,0.058437653,143.0128,OUT049,1150.5024,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDY52,6.365,0.0,59.7536,OUT017,980.0576,11,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCH55,12.792854228644284,0.034504414,125.202,OUT027,2783.044,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCH18,9.3,0.044652785,247.0802,OUT035,1228.401,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
DRC01,5.92,0.019184026,50.3692,OUT013,591.2304,31,2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
NCO14,9.6,0.029638267,42.6086,OUT035,133.8258,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
DRG39,14.15,0.042180995,52.0982,OUT046,578.5802,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
DRK13,11.8,0.11507174,198.2084,OUT013,3769.7596,31,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDD41,6.765,0.087437069,106.1306,OUT045,1672.4896,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ19,12.792854228644284,0.014295564,242.6512,OUT027,12117.56,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX58,13.15,0.073251428,181.695,OUT010,549.285,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDK40,12.792854228644284,0.021743592,263.191,OUT027,6574.775,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI52,18.7,0.10527024,122.9072,OUT017,490.0288,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT28,13.3,0.063513272,149.9708,OUT013,2106.5912,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDH52,9.42,0.044151435,61.5194,OUT017,866.8716,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ38,17.6,0.008001018,170.4422,OUT046,2759.0752,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF12,8.235,0.0828941,149.3076,OUT017,1921.4988,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCE06,12.792854228644284,0.091042211,162.6894,OUT027,2588.6304,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDO45,13.15,0.038011783,89.6856,OUT049,703.0848,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCS18,12.65,0.042296724,106.3938,OUT045,3751.783,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCE54,20.7,0.02695441,73.2354,OUT045,1504.708,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDB50,13.0,0.153930108,76.7986,OUT045,2648.5524,16,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ20,16.1,0.034376537,256.1356,OUT045,6358.39,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB11,16.0,0.060971431,226.2404,OUT045,4725.8484,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU22,12.35,0.0,118.9124,OUT013,3199.8348,31,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY48,14.0,0.023831558,103.1332,OUT018,1948.1308,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCP30,20.5,0.032762495,40.0822,OUT035,1257.0304,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDD08,8.3,0.035347676,38.0506,OUT035,531.3084,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCG42,19.2,0.041291929,130.131,OUT049,1038.648,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCT30,9.1,0.080747059,46.9718,OUT017,850.8924,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDT37,14.15,0.035240817,255.5014,OUT013,5355.0294,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU04,7.93,0.005557062,122.1414,OUT049,2924.1936,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCH30,17.1,0.067154053,114.386,OUT046,1245.046,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRG37,16.2,0.019362306,154.6972,OUT013,1713.7692,31,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDS13,6.465,0.124506117,264.7884,OUT046,3709.8376,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ47,7.155,0.168871496,34.3874,OUT018,670.4606,9,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDY26,20.6,0.030504756,212.6244,OUT035,3599.3148,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB14,20.25,0.103142373,94.612,OUT018,652.484,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV45,12.792854228644284,0.078872251,189.5556,OUT019,1126.5336,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDR23,15.85,0.082120687,177.437,OUT018,5645.984,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCS29,9.0,0.069487587,266.6884,OUT013,3974.826,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDK33,12.792854228644284,0.011180843,213.456,OUT027,4261.12,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW24,12.792854228644284,0.037315469,50.0034,OUT027,1992.7394,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR08,18.7,0.037835765,111.1886,OUT017,2334.9606,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB45,20.85,0.021312043,104.9306,OUT013,2299.6732,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW32,18.35,0.094218363,83.9882,OUT013,1202.4348,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDN21,18.6,0.076841095,162.2236,OUT035,2900.2248,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDH56,9.8,0.063805139,117.3492,OUT035,810.9444,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ07,15.1,0.087542757,219.8456,OUT049,6189.2768,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDU58,12.792854228644284,0.028871235,188.7898,OUT027,2057.9878,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDK36,7.09,0.00720931,48.1034,OUT013,1069.2748,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCG18,12.792854228644284,0.02286663,102.8332,OUT027,2768.3964,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDQ26,12.792854228644284,0.067543727,57.2562,OUT027,2073.967,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRL47,12.792854228644284,0.038549197,127.5362,OUT027,1006.6896,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
DRJ11,9.5,0.0,188.9872,OUT017,1323.6104,11,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDB41,19.0,0.097709541,48.6718,OUT018,614.5334,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCA06,20.5,0.143283608,37.919,OUT046,183.095,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCZ41,19.85,0.064551885,125.2704,OUT045,2127.8968,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCD54,21.1,0.029173031,145.7786,OUT017,1444.786,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDM34,12.792854228644284,0.067120954,132.9626,OUT027,3279.065,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDL57,15.1,0.067020992,260.3304,OUT013,5424.9384,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCD30,19.7,0.026826919,98.7726,OUT013,1859.5794,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
